"x","y","ASH","BEECH","BIRCH","ELM","HEMLOCK","MAPLE","OAK","OTHER.CONIFER","OTHER.HARDWOOD","PINE","SPRUCE","TAMARACK"
"3769",93000,1406000,0,0,5,0,0,0,0,5,36,16,11,65
"3770",93000,1414000,2,0,4,4,0,0,0,18,30,3,12,58
"3771",93000,1422000,2,0,1,3,0,0,3,3,46,0,14,41
"3772",93000,1430000,1,0,1,1,0,0,0,0,52,1,5,17
"3773",93000,1438000,0,0,0,0,0,0,0,0,4,0,0,10
"3774",93000,1446000,0,0,0,1,0,0,0,0,4,0,12,47
"3878",101000,838000,1,0,0,0,0,0,1,0,0,0,0,0
"3879",101000,846000,1,0,0,1,0,0,3,0,1,0,0,0
"3880",101000,854000,0,0,0,0,0,0,0,0,0,0,0,0
"3881",101000,862000,0,0,0,0,0,0,0,0,0,0,0,0
"3882",101000,870000,0,0,0,0,0,0,0,0,0,0,0,0
"3883",101000,878000,0,0,0,0,0,0,0,0,0,0,0,0
"3884",101000,886000,1,0,0,2,0,0,0,0,0,0,0,0
"3885",101000,894000,0,0,0,2,0,0,0,0,0,0,0,0
"3886",101000,902000,0,0,0,0,0,0,2,0,0,0,0,0
"3887",101000,910000,0,0,0,0,0,0,0,0,0,0,0,0
"3888",101000,918000,0,0,0,4,0,0,12,0,5,0,0,0
"3889",101000,926000,3,0,0,3,0,2,0,0,10,0,0,0
"3890",101000,934000,3,0,0,4,0,2,10,0,11,0,0,0
"3891",101000,942000,0,0,0,0,0,0,0,0,0,0,0,0
"3892",101000,950000,0,0,0,0,0,0,0,0,0,0,0,0
"3893",101000,958000,0,0,0,0,0,0,0,0,0,0,0,0
"3894",101000,966000,0,0,0,0,0,0,0,0,0,0,0,0
"3895",101000,974000,0,0,0,0,0,0,0,0,0,0,0,0
"3896",101000,982000,0,0,0,0,0,0,0,0,0,0,0,0
"3897",101000,990000,0,0,0,0,0,0,0,0,0,0,0,0
"3898",101000,998000,0,0,0,0,0,0,4,0,0,0,0,0
"3899",101000,1006000,0,0,0,0,0,0,2,0,4,0,0,0
"3900",101000,1014000,2,0,0,4,0,0,16,0,4,0,0,0
"3901",101000,1022000,0,0,0,1,0,0,7,0,5,0,0,0
"3902",101000,1030000,0,0,0,2,0,0,7,0,3,0,0,0
"3903",101000,1038000,0,0,0,0,0,0,46,0,39,0,0,0
"3904",101000,1046000,0,0,0,0,0,0,0,0,2,0,0,0
"3905",101000,1054000,0,0,0,0,0,0,0,0,0,0,0,0
"3906",101000,1062000,1,0,0,1,0,0,3,0,1,0,0,0
"3907",101000,1070000,0,0,0,0,0,0,60,0,14,0,0,0
"3908",101000,1078000,3,0,2,5,0,3,28,0,50,0,0,4
"3909",101000,1086000,12,0,10,23,0,10,37,0,40,0,0,10
"3910",101000,1094000,5,0,5,10,0,1,46,0,45,0,0,11
"3911",101000,1102000,2,0,1,3,0,4,51,0,54,0,0,7
"3912",101000,1110000,9,0,3,20,0,40,33,0,30,0,0,7
"3913",101000,1118000,14,0,2,18,0,30,25,0,40,0,0,12
"3914",101000,1126000,15,0,0,20,0,35,30,0,37,0,1,8
"3915",101000,1134000,9,0,0,14,0,37,13,0,27,0,5,39
"3916",101000,1142000,6,0,5,17,0,34,18,0,31,7,5,31
"3917",101000,1150000,6,0,6,15,0,30,35,0,19,1,2,20
"3918",101000,1158000,3,0,2,12,0,2,40,0,32,29,7,15
"3919",101000,1166000,0,0,0,4,0,0,35,0,19,48,0,18
"3920",101000,1174000,2,0,3,6,0,2,25,2,42,13,12,29
"3921",101000,1182000,8,0,6,10,0,6,32,1,38,23,5,19
"3922",101000,1190000,1,0,1,3,0,0,1,0,19,70,3,32
"3923",101000,1198000,2,0,3,0,0,0,1,0,5,97,2,17
"3924",101000,1206000,0,0,0,1,0,0,1,0,0,129,0,6
"3925",101000,1214000,0,0,0,0,0,0,5,0,0,120,0,0
"3926",101000,1222000,0,0,0,0,0,0,3,1,8,135,0,10
"3927",101000,1230000,0,0,2,1,0,0,0,2,23,102,0,13
"3928",101000,1238000,0,0,13,0,0,1,2,3,50,67,5,8
"3929",101000,1246000,0,0,9,1,0,3,6,2,36,80,4,11
"3930",101000,1254000,1,0,11,2,0,3,6,4,13,83,12,13
"3931",101000,1262000,4,0,8,3,0,5,10,6,40,62,12,14
"3932",101000,1270000,0,0,7,3,0,5,9,7,63,26,9,21
"3933",101000,1278000,0,0,22,3,0,4,5,4,55,31,2,15
"3934",101000,1286000,2,0,8,3,0,0,1,8,41,49,0,33
"3935",101000,1294000,1,0,1,2,0,0,0,2,28,76,4,18
"3936",101000,1302000,0,0,21,7,0,1,2,3,24,42,4,20
"3937",101000,1310000,1,0,9,14,0,0,2,2,47,38,5,16
"3938",101000,1318000,3,0,1,2,0,0,2,13,30,7,11,66
"3939",101000,1326000,1,0,2,0,0,0,2,6,75,0,13,42
"3940",101000,1334000,1,0,1,1,0,0,8,0,38,0,0,26
"3941",101000,1342000,6,0,1,0,0,0,0,0,13,0,4,49
"3942",101000,1350000,6,0,5,1,0,0,0,0,22,0,8,42
"3943",101000,1358000,4,0,2,0,0,0,1,0,42,0,12,23
"3944",101000,1366000,0,0,1,1,0,0,1,1,7,0,1,0
"3945",101000,1374000,1,0,0,0,0,0,0,0,4,0,2,1
"3946",101000,1382000,0,0,0,0,0,0,0,0,4,0,18,58
"3947",101000,1390000,0,0,3,0,0,0,0,1,18,0,13,107
"3948",101000,1398000,0,0,4,0,0,0,0,4,11,1,20,94
"3949",101000,1406000,0,0,2,3,0,0,0,5,33,26,22,47
"3950",101000,1414000,0,0,0,0,0,0,0,5,13,66,18,34
"3951",101000,1422000,3,0,1,2,0,0,0,10,15,0,15,70
"3952",101000,1430000,6,0,3,9,0,0,2,11,18,0,29,68
"3953",101000,1438000,2,0,1,2,0,0,2,11,26,7,18,55
"3954",101000,1446000,0,0,2,0,0,0,0,11,22,0,21,37
"4058",109000,838000,2,0,0,0,0,0,4,0,0,0,0,0
"4059",109000,846000,0,0,0,0,0,0,0,0,0,0,0,0
"4060",109000,854000,0,0,0,0,0,0,0,0,0,0,0,0
"4061",109000,862000,2,0,0,0,0,0,0,0,0,0,0,0
"4062",109000,870000,0,0,0,0,0,0,0,0,0,0,0,0
"4063",109000,878000,0,0,0,0,0,0,0,0,0,0,0,0
"4064",109000,886000,0,0,0,0,0,0,0,0,0,0,0,0
"4065",109000,894000,0,0,0,2,0,0,12,0,2,0,0,0
"4066",109000,902000,0,0,0,0,0,1,7,0,0,0,0,0
"4067",109000,910000,0,0,0,0,0,0,4,0,1,0,0,0
"4068",109000,918000,0,0,0,5,0,6,19,0,12,0,0,0
"4069",109000,926000,5,0,0,7,0,3,19,0,11,0,0,0
"4070",109000,934000,0,0,0,0,0,0,2,0,2,0,0,0
"4071",109000,942000,0,0,0,0,0,0,1,0,0,0,0,0
"4072",109000,950000,0,0,0,0,0,0,0,0,0,0,0,0
"4073",109000,958000,0,0,0,0,0,0,0,0,0,0,0,0
"4074",109000,966000,0,0,0,0,0,0,0,0,0,0,0,0
"4075",109000,974000,0,0,0,0,0,0,1,0,1,0,0,0
"4076",109000,982000,1,0,0,0,0,0,1,0,0,0,0,0
"4077",109000,990000,0,0,0,0,0,0,3,0,0,0,0,0
"4078",109000,998000,0,0,0,0,0,0,8,0,1,0,0,0
"4079",109000,1006000,0,0,0,2,0,0,22,0,7,0,0,0
"4080",109000,1014000,2,0,0,1,0,0,14,0,8,0,0,0
"4081",109000,1022000,0,0,0,0,0,0,4,0,7,0,0,0
"4082",109000,1030000,1,0,0,14,0,1,11,0,47,0,0,0
"4083",109000,1038000,11,0,2,11,0,0,36,0,48,0,0,0
"4084",109000,1046000,0,0,0,2,0,0,14,0,9,0,0,0
"4085",109000,1054000,0,0,0,0,0,0,4,0,0,0,0,0
"4086",109000,1062000,1,0,1,22,0,0,31,0,58,0,0,0
"4087",109000,1070000,3,0,2,5,0,0,55,0,32,0,0,2
"4088",109000,1078000,9,0,3,13,0,0,39,0,50,0,2,6
"4089",109000,1086000,13,0,12,21,0,3,21,0,47,0,0,5
"4090",109000,1094000,15,0,3,14,0,2,22,0,53,0,0,11
"4091",109000,1102000,7,0,4,9,0,4,61,0,38,0,0,20
"4092",109000,1110000,6,0,0,7,0,16,46,0,47,1,0,13
"4093",109000,1118000,5,0,1,8,0,0,75,0,30,0,0,18
"4094",109000,1126000,6,0,2,16,0,18,47,0,29,3,0,2
"4095",109000,1134000,5,0,1,6,0,27,34,0,36,6,0,26
"4096",109000,1142000,13,0,3,15,0,20,34,0,39,16,1,12
"4097",109000,1150000,7,0,2,5,0,14,18,0,26,24,10,27
"4098",109000,1158000,2,0,3,3,0,2,45,0,33,21,4,25
"4099",109000,1166000,0,0,2,4,0,0,22,0,11,74,3,10
"4100",109000,1174000,2,0,1,1,0,0,6,1,10,80,1,30
"4101",109000,1182000,2,0,0,1,0,0,5,1,8,81,2,26
"4102",109000,1190000,0,0,0,0,0,0,1,0,0,70,0,21
"4103",109000,1198000,0,0,1,0,0,0,1,0,1,132,0,8
"4104",109000,1206000,2,0,0,2,0,0,19,0,10,108,1,0
"4105",109000,1214000,0,0,1,1,0,0,2,0,5,109,2,3
"4106",109000,1222000,0,0,0,1,0,0,2,0,7,107,0,3
"4107",109000,1230000,0,0,0,0,0,1,2,0,13,86,2,16
"4108",109000,1238000,2,0,7,0,0,1,5,2,39,80,2,2
"4109",109000,1246000,0,0,9,0,0,3,3,1,29,67,6,22
"4110",109000,1254000,1,0,5,1,0,3,3,0,29,73,11,18
"4111",109000,1262000,2,0,1,1,0,0,4,0,57,79,2,8
"4112",109000,1270000,1,0,0,2,0,2,2,3,19,88,10,26
"4113",109000,1278000,0,0,0,2,0,2,0,1,17,87,13,23
"4114",109000,1286000,2,0,12,12,0,17,1,9,32,53,5,13
"4115",109000,1294000,0,0,6,1,0,3,2,3,37,76,4,3
"4116",109000,1302000,3,0,8,11,0,0,1,3,52,49,1,33
"4117",109000,1310000,0,0,9,2,0,4,2,1,20,61,3,17
"4118",109000,1318000,1,0,12,3,0,2,3,5,33,43,7,16
"4119",109000,1326000,0,0,3,0,0,0,0,0,8,2,2,7
"4120",109000,1334000,2,0,3,1,0,0,4,0,9,0,0,0
"4121",109000,1342000,3,0,17,0,0,0,2,2,43,2,6,48
"4122",109000,1350000,4,0,7,3,0,0,2,4,31,1,11,83
"4123",109000,1358000,5,0,2,1,0,0,0,7,7,0,18,81
"4124",109000,1366000,2,0,3,2,0,0,0,4,17,0,3,31
"4125",109000,1374000,0,0,3,0,0,0,0,0,5,1,0,7
"4126",109000,1382000,0,0,0,0,0,0,0,5,7,0,17,75
"4127",109000,1390000,0,0,4,0,0,0,0,1,28,0,13,98
"4128",109000,1398000,0,0,5,0,0,0,0,10,9,17,19,86
"4129",109000,1406000,0,0,1,0,0,0,0,1,23,47,12,54
"4130",109000,1414000,0,0,0,0,0,0,0,0,3,37,8,49
"4131",109000,1422000,0,0,0,0,0,0,0,13,2,12,5,44
"4132",109000,1430000,6,0,1,5,0,0,1,8,7,0,8,60
"4133",109000,1438000,2,0,1,1,0,0,1,5,6,2,13,60
"4134",109000,1446000,1,0,0,0,0,0,0,3,10,4,8,48
"4237",117000,830000,0,0,0,0,0,0,0,0,0,0,0,0
"4238",117000,838000,0,0,0,0,0,0,0,0,0,0,0,0
"4239",117000,846000,0,0,0,0,0,0,0,0,0,0,0,0
"4240",117000,854000,0,0,0,0,0,0,0,0,0,0,0,0
"4241",117000,862000,1,0,0,3,0,0,0,0,0,0,0,0
"4242",117000,870000,0,0,0,0,0,0,0,0,0,0,0,0
"4243",117000,878000,0,0,0,0,0,0,1,0,1,0,0,0
"4244",117000,886000,0,0,0,4,0,2,9,0,3,0,0,0
"4245",117000,894000,0,0,0,0,0,0,7,0,5,0,0,0
"4246",117000,902000,0,0,0,0,0,0,8,0,0,0,0,0
"4247",117000,910000,0,0,0,0,0,1,18,0,4,0,0,0
"4248",117000,918000,3,0,0,7,0,0,20,0,9,0,0,0
"4249",117000,926000,0,0,0,0,0,0,0,0,0,0,0,0
"4250",117000,934000,0,0,0,0,0,0,0,0,0,0,0,0
"4251",117000,942000,0,0,0,0,0,0,0,0,0,0,0,0
"4252",117000,950000,0,0,0,0,0,0,1,0,0,0,0,0
"4253",117000,958000,0,0,0,0,0,0,0,0,0,0,0,0
"4254",117000,966000,0,0,0,0,0,0,0,0,0,0,0,0
"4255",117000,974000,0,0,0,0,0,0,0,0,0,0,0,0
"4256",117000,982000,0,0,0,0,0,0,0,0,0,0,0,0
"4257",117000,990000,0,0,0,0,0,0,12,0,10,0,0,0
"4258",117000,998000,1,0,0,1,0,0,26,0,10,0,0,0
"4259",117000,1006000,1,0,0,0,0,0,10,0,7,0,0,0
"4260",117000,1014000,0,0,0,1,0,0,11,0,10,0,0,0
"4261",117000,1022000,2,0,0,6,0,0,7,0,32,0,0,0
"4262",117000,1030000,0,0,0,35,0,2,23,0,77,0,0,0
"4263",117000,1038000,7,0,0,34,0,1,24,0,72,0,0,0
"4264",117000,1046000,0,0,0,5,0,1,26,0,7,0,0,0
"4265",117000,1054000,1,0,0,11,0,0,17,0,10,0,0,0
"4266",117000,1062000,3,0,0,14,0,1,34,0,38,0,0,13
"4267",117000,1070000,4,0,0,20,0,3,20,0,67,0,0,4
"4268",117000,1078000,4,0,3,28,0,0,21,0,48,0,0,12
"4269",117000,1086000,12,0,19,22,0,5,11,0,45,0,0,32
"4270",117000,1094000,1,0,24,10,0,32,21,0,32,2,0,15
"4271",117000,1102000,3,0,4,13,0,22,47,0,45,0,0,8
"4272",117000,1110000,7,0,12,8,0,19,29,0,21,11,0,35
"4273",117000,1118000,3,0,13,8,0,11,24,0,21,27,0,37
"4274",117000,1126000,0,0,5,4,0,6,18,0,24,51,0,11
"4275",117000,1134000,6,0,8,4,0,1,54,0,28,13,0,16
"4276",117000,1142000,1,0,5,6,0,0,20,0,22,36,4,42
"4277",117000,1150000,1,0,1,5,0,7,14,0,19,45,6,38
"4278",117000,1158000,6,0,0,6,0,1,10,0,14,80,2,15
"4279",117000,1166000,4,0,0,3,0,0,4,0,5,82,1,22
"4280",117000,1174000,2,0,0,2,0,0,3,0,3,100,1,18
"4281",117000,1182000,4,0,1,1,0,0,5,1,14,63,2,32
"4282",117000,1190000,0,0,1,2,0,0,0,0,5,67,1,22
"4283",117000,1198000,0,0,3,1,0,0,1,0,4,106,4,9
"4284",117000,1206000,0,0,0,2,0,0,9,1,0,112,1,4
"4285",117000,1214000,2,0,2,0,0,0,3,0,1,108,3,5
"4286",117000,1222000,0,0,6,1,0,0,3,0,12,77,0,2
"4287",117000,1230000,0,0,10,0,0,0,0,0,12,92,0,2
"4288",117000,1238000,1,0,15,1,0,1,1,0,28,89,0,0
"4289",117000,1246000,1,0,8,0,0,0,5,0,37,62,7,8
"4290",117000,1254000,0,0,2,0,0,0,2,1,9,95,4,28
"4291",117000,1262000,0,0,9,1,0,0,5,3,30,76,4,11
"4292",117000,1270000,4,0,5,1,0,0,8,0,21,80,5,17
"4293",117000,1278000,1,0,5,0,0,0,0,0,15,90,6,19
"4294",117000,1286000,0,0,2,0,0,0,0,0,6,119,3,15
"4295",117000,1294000,1,0,8,3,0,1,2,1,34,70,3,3
"4296",117000,1302000,2,0,18,1,0,1,1,13,22,29,6,40
"4297",117000,1310000,1,0,16,2,0,3,5,1,23,53,4,22
"4298",117000,1318000,1,0,2,7,0,3,5,4,44,47,0,9
"4299",117000,1326000,0,0,0,0,0,0,0,0,0,0,0,0
"4300",117000,1334000,0,0,0,0,0,0,0,0,0,0,0,0
"4301",117000,1342000,0,0,9,0,0,0,0,10,20,0,4,29
"4302",117000,1350000,0,0,2,0,0,0,0,10,33,0,7,88
"4303",117000,1358000,3,0,4,0,0,0,0,14,5,0,15,105
"4304",117000,1366000,0,0,3,0,0,0,0,9,10,0,8,108
"4305",117000,1374000,0,0,3,0,0,0,0,4,15,0,18,78
"4306",117000,1382000,0,0,0,0,0,0,0,0,13,0,29,106
"4307",117000,1390000,0,0,2,0,0,0,0,3,36,0,23,90
"4308",117000,1398000,0,0,5,0,0,0,0,7,13,11,15,92
"4309",117000,1406000,0,0,0,0,0,0,0,9,8,29,7,85
"4310",117000,1414000,0,0,0,0,0,0,0,1,1,23,8,85
"4311",117000,1422000,6,0,0,0,0,0,1,2,7,9,7,24
"4312",117000,1430000,6,0,1,3,0,0,0,1,30,0,2,21
"4313",117000,1438000,7,0,2,3,0,0,0,6,39,3,4,26
"4314",117000,1446000,2,0,0,4,0,0,0,3,26,0,12,34
"4417",125000,830000,0,0,0,1,0,0,0,0,0,0,0,0
"4418",125000,838000,3,0,0,2,0,0,7,0,4,0,0,0
"4419",125000,846000,3,0,0,2,0,0,12,0,1,0,0,0
"4420",125000,854000,1,0,0,6,0,2,14,0,7,0,0,0
"4421",125000,862000,2,0,0,6,0,0,10,0,4,0,0,0
"4422",125000,870000,0,0,0,6,0,0,7,0,7,0,0,0
"4423",125000,878000,1,0,0,10,0,2,8,0,19,0,0,0
"4424",125000,886000,1,0,0,2,0,0,10,0,3,0,0,0
"4425",125000,894000,0,0,0,0,0,0,6,0,2,0,0,0
"4426",125000,902000,0,0,0,0,0,0,3,0,1,0,0,0
"4427",125000,910000,1,0,0,15,0,5,24,0,12,0,0,0
"4428",125000,918000,2,0,0,0,0,0,6,0,2,0,0,0
"4429",125000,926000,0,0,0,0,0,0,2,0,0,0,0,0
"4430",125000,934000,0,0,0,0,0,0,0,0,0,0,0,0
"4431",125000,942000,0,0,0,0,0,0,0,0,0,0,0,0
"4432",125000,950000,0,0,0,0,0,0,2,0,0,0,0,0
"4433",125000,958000,0,0,0,0,0,0,0,0,0,0,0,0
"4434",125000,966000,0,0,0,0,0,0,9,0,0,0,0,0
"4435",125000,974000,0,0,0,0,0,0,7,0,1,0,0,0
"4436",125000,982000,0,0,0,1,0,0,3,0,4,0,0,0
"4437",125000,990000,5,0,0,12,0,0,28,0,51,0,0,0
"4438",125000,998000,6,0,0,13,0,1,18,0,84,0,0,0
"4439",125000,1006000,1,0,0,9,0,1,21,0,34,0,0,0
"4440",125000,1014000,5,0,0,3,0,0,34,0,29,0,0,0
"4441",125000,1022000,7,0,0,18,0,1,27,0,50,0,0,0
"4442",125000,1030000,4,0,0,21,0,0,16,0,87,0,0,0
"4443",125000,1038000,3,0,1,29,0,0,20,0,86,0,0,0
"4444",125000,1046000,5,0,0,17,0,0,42,0,38,0,0,0
"4445",125000,1054000,5,0,3,17,0,1,38,0,37,0,0,9
"4446",125000,1062000,4,0,8,23,0,4,33,0,43,0,0,16
"4447",125000,1070000,7,0,12,10,0,4,27,0,60,0,0,22
"4448",125000,1078000,3,0,2,20,0,11,15,0,74,0,0,17
"4449",125000,1086000,6,0,8,23,0,17,21,0,54,0,0,25
"4450",125000,1094000,5,0,7,18,0,24,18,0,37,0,0,29
"4451",125000,1102000,7,0,2,23,0,11,39,0,37,0,0,17
"4452",125000,1110000,18,0,5,11,0,27,21,0,34,3,0,17
"4453",125000,1118000,14,0,6,22,0,29,10,0,11,17,0,23
"4454",125000,1126000,2,0,23,6,0,10,5,2,12,29,7,42
"4455",125000,1134000,1,0,16,1,0,13,22,0,9,45,0,19
"4456",125000,1142000,2,0,2,8,0,1,12,0,10,42,6,40
"4457",125000,1150000,5,0,1,3,0,0,10,0,25,54,1,15
"4458",125000,1158000,0,0,1,0,0,2,6,0,17,56,2,43
"4459",125000,1166000,1,0,3,0,0,0,7,2,17,78,1,16
"4460",125000,1174000,0,0,1,0,0,0,11,2,18,64,10,30
"4461",125000,1182000,7,0,6,2,0,2,3,2,27,29,7,63
"4462",125000,1190000,5,0,12,2,0,0,4,5,13,53,5,53
"4463",125000,1198000,1,0,4,2,0,0,0,1,9,76,7,58
"4464",125000,1206000,0,0,0,0,0,0,1,0,0,114,1,16
"4465",125000,1214000,0,0,2,0,0,0,2,0,8,93,2,17
"4466",125000,1222000,1,0,5,0,0,0,3,0,26,83,7,0
"4467",125000,1230000,0,0,11,1,0,0,6,0,25,99,0,0
"4468",125000,1238000,1,0,12,0,0,1,9,6,32,78,2,5
"4469",125000,1246000,2,0,9,3,0,1,8,0,39,57,12,16
"4470",125000,1254000,2,0,14,2,0,6,9,3,31,49,5,11
"4471",125000,1262000,3,0,10,14,0,25,17,1,20,23,6,11
"4472",125000,1270000,3,0,3,5,0,7,8,0,22,75,1,4
"4473",125000,1278000,0,0,5,0,0,0,0,0,3,102,1,10
"4474",125000,1286000,0,0,8,0,0,1,3,0,7,95,4,19
"4475",125000,1294000,0,0,8,6,0,0,5,4,32,39,4,18
"4476",125000,1302000,2,0,23,4,0,8,2,15,12,7,8,26
"4477",125000,1310000,1,0,15,3,0,3,3,5,40,26,7,27
"4478",125000,1318000,0,0,2,0,0,0,3,1,21,91,0,6
"4479",125000,1326000,0,0,0,0,0,0,0,0,0,0,0,0
"4480",125000,1334000,0,0,0,0,0,0,0,0,0,0,0,0
"4481",125000,1342000,0,0,4,1,0,1,0,8,5,0,3,14
"4482",125000,1350000,0,0,3,0,0,0,0,8,6,0,7,88
"4483",125000,1358000,0,0,0,0,0,0,0,14,0,0,22,108
"4484",125000,1366000,0,0,0,0,0,0,0,1,0,0,11,99
"4485",125000,1374000,1,0,5,0,0,0,0,13,6,0,18,97
"4486",125000,1382000,0,0,1,0,0,0,0,5,0,0,15,113
"4487",125000,1390000,0,0,3,0,0,0,0,9,3,0,7,116
"4488",125000,1398000,0,0,0,0,0,0,0,9,2,27,26,81
"4489",125000,1406000,0,0,1,0,0,0,0,5,2,36,13,70
"4490",125000,1414000,0,0,0,0,0,0,0,0,5,15,6,61
"4491",125000,1422000,1,0,5,0,0,0,0,1,21,13,46,59
"4492",125000,1430000,5,0,10,2,0,0,0,6,36,3,19,47
"4493",125000,1438000,1,0,0,0,0,0,0,0,3,0,0,0
"4494",125000,1446000,0,0,0,0,0,0,0,0,0,0,0,0
"4597",133000,830000,0,0,0,0,0,0,0,0,0,0,0,0
"4598",133000,838000,1,0,0,0,0,1,5,0,2,0,0,0
"4599",133000,846000,0,0,0,2,0,0,6,0,0,0,0,0
"4600",133000,854000,0,0,0,0,0,0,0,0,0,0,0,0
"4601",133000,862000,0,0,0,0,0,0,4,0,2,0,0,0
"4602",133000,870000,0,0,0,0,0,0,4,0,0,0,0,0
"4603",133000,878000,3,0,0,1,0,0,17,0,5,0,0,0
"4604",133000,886000,1,0,0,1,0,2,29,0,8,0,0,0
"4605",133000,894000,2,0,0,3,0,1,37,0,30,0,0,0
"4606",133000,902000,2,0,1,11,0,1,22,0,13,0,0,0
"4607",133000,910000,0,0,0,0,0,2,13,0,6,0,0,0
"4608",133000,918000,2,0,0,5,0,0,12,0,0,0,0,0
"4609",133000,926000,0,0,0,0,0,0,0,0,0,0,0,0
"4610",133000,934000,0,0,0,0,0,0,6,0,0,0,0,0
"4611",133000,942000,0,0,0,0,0,0,0,0,0,0,0,0
"4612",133000,950000,0,0,0,0,0,0,2,0,2,0,0,0
"4613",133000,958000,2,0,0,10,0,1,5,0,5,0,0,0
"4614",133000,966000,0,0,0,0,0,0,5,0,6,0,0,0
"4615",133000,974000,1,0,0,6,0,0,21,0,21,0,0,0
"4616",133000,982000,1,0,0,8,0,0,16,0,67,0,0,0
"4617",133000,990000,2,0,0,26,0,0,18,0,78,0,0,0
"4618",133000,998000,4,0,0,25,0,8,25,0,48,0,0,0
"4619",133000,1006000,3,0,0,40,0,2,21,0,67,0,0,0
"4620",133000,1014000,3,0,0,11,0,0,31,0,70,0,0,0
"4621",133000,1022000,14,0,0,50,0,4,20,0,44,0,0,5
"4622",133000,1030000,1,0,0,21,0,0,27,0,88,0,0,2
"4623",133000,1038000,5,0,6,8,0,0,66,3,37,0,0,3
"4624",133000,1046000,3,0,2,11,0,0,67,0,23,0,0,12
"4625",133000,1054000,3,0,4,7,0,5,66,0,23,0,0,5
"4626",133000,1062000,5,0,14,8,0,35,38,1,28,0,0,16
"4627",133000,1070000,17,0,6,7,0,35,26,0,24,0,0,23
"4628",133000,1078000,15,0,2,18,0,57,10,0,26,0,0,13
"4629",133000,1086000,12,0,3,25,0,37,17,0,24,0,0,19
"4630",133000,1094000,10,0,6,20,0,19,40,0,27,0,0,22
"4631",133000,1102000,9,0,7,12,0,10,32,0,43,3,0,30
"4632",133000,1110000,12,0,10,5,0,22,19,0,33,1,0,32
"4633",133000,1118000,13,0,18,25,0,13,4,0,25,12,0,34
"4634",133000,1126000,7,0,18,5,0,15,14,0,10,30,8,31
"4635",133000,1134000,3,0,17,5,0,4,12,0,34,39,2,0
"4636",133000,1142000,3,0,15,3,0,1,15,0,21,47,1,32
"4637",133000,1150000,4,0,5,0,0,2,22,1,48,27,15,19
"4638",133000,1158000,0,0,15,3,0,2,7,3,60,11,11,18
"4639",133000,1166000,8,0,13,11,0,3,16,4,39,14,6,20
"4640",133000,1174000,0,0,24,0,0,3,15,10,27,19,6,20
"4641",133000,1182000,0,0,26,0,0,4,13,1,18,60,1,17
"4642",133000,1190000,0,0,15,1,0,1,9,6,18,75,1,9
"4643",133000,1198000,0,0,15,0,0,1,8,5,28,61,8,24
"4644",133000,1206000,0,0,0,0,0,0,4,0,4,97,14,32
"4645",133000,1214000,2,0,7,0,0,0,6,0,27,91,7,4
"4646",133000,1222000,4,0,20,3,0,0,13,3,26,65,2,8
"4647",133000,1230000,0,0,6,0,0,0,7,0,41,87,1,4
"4648",133000,1238000,2,0,12,1,0,1,4,5,18,55,0,6
"4649",133000,1246000,1,0,6,5,0,2,9,6,16,54,6,21
"4650",133000,1254000,2,0,2,3,0,10,12,8,22,60,9,10
"4651",133000,1262000,3,0,6,5,0,5,14,14,14,59,8,16
"4652",133000,1270000,0,0,1,4,0,4,20,0,32,78,5,2
"4653",133000,1278000,1,0,2,4,0,0,6,0,17,50,1,3
"4654",133000,1286000,0,0,8,2,0,4,4,2,8,77,3,4
"4655",133000,1294000,6,0,23,3,0,0,3,11,22,9,4,25
"4656",133000,1302000,1,0,16,2,0,2,2,20,14,25,5,30
"4657",133000,1310000,1,0,35,5,0,6,3,29,23,24,9,9
"4658",133000,1318000,3,0,20,4,0,3,3,18,22,35,2,4
"4659",133000,1326000,0,0,0,0,0,0,0,0,0,0,0,0
"4660",133000,1334000,2,0,5,6,0,2,2,0,10,9,0,0
"4661",133000,1342000,0,0,10,1,0,1,2,1,14,13,0,0
"4662",133000,1350000,0,0,1,0,0,0,0,7,1,0,6,31
"4663",133000,1358000,0,0,3,0,0,0,0,10,0,0,20,117
"4664",133000,1366000,0,0,0,0,0,0,0,0,0,0,3,103
"4665",133000,1374000,0,0,1,0,0,0,0,0,1,0,59,83
"4666",133000,1382000,0,0,2,0,0,0,0,18,5,0,53,66
"4667",133000,1390000,0,0,3,0,0,0,0,25,18,11,7,83
"4668",133000,1398000,0,0,0,0,0,0,0,13,4,30,22,71
"4669",133000,1406000,0,0,1,0,0,0,0,14,0,19,17,88
"4670",133000,1414000,0,0,2,0,0,0,0,3,8,34,16,57
"4671",133000,1422000,4,0,14,2,0,0,0,8,35,24,22,41
"4672",133000,1430000,9,0,14,3,0,0,1,13,52,5,28,27
"4673",133000,1438000,5,0,2,3,0,1,1,4,9,0,1,4
"4674",133000,1446000,0,0,0,0,0,0,0,0,0,0,0,0
"4777",141000,830000,0,0,0,0,0,0,0,0,0,0,0,0
"4778",141000,838000,3,0,0,2,0,1,0,0,0,0,0,0
"4779",141000,846000,0,0,0,0,0,0,0,0,0,0,0,0
"4780",141000,854000,0,0,0,0,0,0,0,0,0,0,0,0
"4781",141000,862000,0,0,0,0,0,0,0,0,0,0,0,0
"4782",141000,870000,2,0,0,2,0,0,19,0,6,0,0,0
