"x","y","ASH","BEECH","BIRCH","ELM","HEMLOCK","MAPLE","OAK","OTHER.CONIFER","OTHER.HARDWOOD","PINE","SPRUCE","TAMARACK"
"10918",413000,998000,7,0,35,8,43,18,0,9,8,9,2,13
"10919",413000,1006000,4,0,52,7,36,17,1,12,5,3,3,2
"10920",413000,1014000,5,0,57,10,42,15,0,7,4,7,0,5
"10921",413000,1022000,5,0,47,7,31,22,0,12,4,5,1,10
"10922",413000,1030000,6,0,27,6,39,26,0,10,11,3,2,12
"10923",413000,1038000,3,0,47,3,44,6,0,11,6,7,1,18
"10924",413000,1046000,1,0,34,6,39,14,0,13,4,1,1,33
"10925",413000,1054000,2,0,40,5,39,11,1,8,3,3,5,23
"10926",413000,1062000,0,0,27,1,49,11,0,19,3,9,9,18
"10927",413000,1070000,1,0,23,1,41,5,0,32,0,14,5,35
"10928",413000,1078000,2,0,15,1,14,14,0,32,3,8,23,32
"10929",413000,1086000,0,0,16,0,22,9,0,45,1,11,22,16
"10930",413000,1094000,0,0,22,4,42,24,0,28,4,7,6,13
"10931",413000,1102000,0,0,31,0,23,13,0,29,2,3,15,30
"10932",413000,1110000,0,0,38,0,38,24,0,27,2,0,8,11
"10933",413000,1118000,0,0,7,4,67,34,0,15,10,4,3,0
"10934",413000,1126000,5,0,12,2,24,11,0,38,10,26,9,11
"10935",413000,1134000,0,0,20,2,4,3,1,18,34,31,25,12
"10936",413000,1142000,8,0,8,2,3,4,0,15,16,31,3,8
"10937",413000,1150000,0,0,15,2,20,17,3,21,4,42,4,0
"10938",413000,1158000,1,0,18,0,21,8,3,21,16,53,9,0
"10939",413000,1166000,1,1,16,0,37,33,0,25,12,23,3,1
"10940",413000,1174000,0,0,23,0,45,25,1,24,12,16,3,1
"10948",413000,1238000,2,0,30,0,0,3,0,40,1,1,11,0
"10949",413000,1246000,1,0,32,0,0,15,0,56,3,2,31,6
"10950",413000,1254000,0,0,69,0,0,4,0,29,1,10,20,5
"10951",413000,1262000,0,0,44,0,0,2,0,7,11,42,18,3
"10952",413000,1270000,0,0,25,0,0,0,0,38,17,15,23,5
"10953",413000,1278000,0,0,23,0,0,0,0,10,21,29,27,18
"10954",413000,1286000,0,0,33,0,0,0,0,0,20,41,28,25
"10955",413000,1294000,0,0,18,0,0,0,0,2,42,37,3,7
"10956",413000,1302000,0,0,21,0,0,0,0,3,22,22,15,5
"10957",413000,1310000,1,0,9,0,0,0,0,20,10,38,8,0
"11059",421000,686000,0,0,0,0,0,0,86,0,6,0,0,0
"11060",421000,694000,0,0,0,0,0,0,103,0,2,0,0,0
"11061",421000,702000,0,0,0,0,0,0,72,0,3,0,0,0
"11062",421000,710000,0,0,0,0,0,0,22,0,1,0,0,0
"11063",421000,718000,0,0,0,2,0,0,91,0,5,0,0,0
"11064",421000,726000,0,0,0,0,0,0,99,0,0,0,0,0
"11065",421000,734000,0,0,0,0,0,0,33,0,0,0,0,0
"11066",421000,742000,0,0,1,0,0,0,120,0,1,0,0,0
"11067",421000,750000,0,0,0,0,0,0,155,0,0,0,0,0
"11068",421000,758000,3,0,1,1,0,0,126,0,0,2,0,0
"11069",421000,766000,0,0,1,12,0,1,98,0,14,0,0,0
"11070",421000,774000,1,0,0,13,0,13,70,0,32,1,0,0
"11071",421000,782000,0,0,1,35,0,12,55,0,41,0,0,0
"11072",421000,790000,4,0,2,23,0,36,37,0,25,0,0,0
"11073",421000,798000,3,0,0,30,0,35,41,0,36,0,0,0
"11074",421000,806000,1,0,1,19,0,56,41,0,25,1,0,0
"11075",421000,814000,13,0,0,11,0,64,34,0,30,0,0,0
"11076",421000,822000,2,0,1,6,0,37,72,0,28,0,0,0
"11077",421000,830000,1,0,0,1,0,2,113,0,17,0,0,0
"11078",421000,838000,0,0,0,0,0,0,135,0,3,0,0,0
"11079",421000,846000,0,0,3,0,0,2,104,0,4,12,0,10
"11080",421000,854000,0,0,7,0,0,2,64,0,12,24,2,24
"11081",421000,862000,0,0,2,0,0,10,66,0,4,29,11,20
"11082",421000,870000,0,0,3,0,0,4,28,0,3,90,1,13
"11083",421000,878000,0,0,6,0,0,2,43,0,2,76,7,8
"11084",421000,886000,0,0,3,0,0,3,3,0,6,104,8,14
"11085",421000,894000,0,0,7,0,0,5,5,0,0,101,1,23
"11086",421000,902000,6,0,10,2,0,26,15,0,2,46,0,28
"11087",421000,910000,8,0,27,9,0,46,13,0,24,12,0,6
"11088",421000,918000,4,0,27,8,0,60,12,0,20,17,0,0
"11089",421000,926000,4,0,29,8,0,53,5,0,28,17,0,0
"11090",421000,934000,5,0,36,15,0,38,9,0,23,20,0,0
"11091",421000,942000,0,0,36,13,0,42,5,0,19,27,0,0
"11092",421000,950000,1,0,49,17,0,34,7,0,9,27,0,0
"11093",421000,958000,7,0,69,12,4,23,2,2,11,14,0,0
"11094",421000,966000,7,0,51,12,27,16,7,3,5,13,0,7
"11095",421000,974000,6,0,26,2,88,3,0,6,0,3,1,15
"11096",421000,982000,2,0,22,5,79,3,0,3,7,7,0,9
"11097",421000,990000,5,0,26,3,74,8,0,2,6,11,1,6
"11098",421000,998000,5,0,35,6,36,10,0,7,3,9,7,27
"11099",421000,1006000,2,0,51,3,48,16,0,3,4,7,3,7
"11100",421000,1014000,2,0,42,4,30,20,0,13,2,9,6,14
"11101",421000,1022000,12,0,38,6,30,24,0,16,6,2,1,9
"11102",421000,1030000,4,0,53,0,38,8,0,11,2,4,6,16
"11103",421000,1038000,1,0,50,3,35,6,0,13,3,9,5,21
"11104",421000,1046000,0,0,31,7,42,12,0,5,9,4,1,29
"11105",421000,1054000,0,0,33,5,52,18,0,1,3,4,2,18
"11106",421000,1062000,0,0,47,1,55,8,0,14,7,3,5,16
"11107",421000,1070000,2,0,31,3,42,26,1,23,2,5,21,10
"11108",421000,1078000,0,0,26,3,32,11,0,42,0,7,20,10
"11109",421000,1086000,0,0,22,2,13,7,0,41,1,4,38,22
"11110",421000,1094000,0,0,24,1,30,8,0,35,3,1,29,15
"11111",421000,1102000,1,0,39,0,11,25,0,33,9,1,5,24
"11112",421000,1110000,0,0,33,1,57,19,1,16,9,0,3,0
"11113",421000,1118000,0,0,17,0,65,18,0,25,15,3,5,0
"11114",421000,1126000,4,0,11,2,2,8,0,26,12,41,20,22
"11115",421000,1134000,1,0,22,2,1,9,0,19,19,19,34,26
"11116",421000,1142000,3,0,8,0,1,2,0,8,19,22,30,17
"11118",421000,1158000,3,0,3,0,8,7,0,3,0,10,2,2
"11119",421000,1166000,2,0,17,0,28,31,8,19,5,12,0,4
"11120",421000,1174000,4,0,22,2,46,28,3,25,9,4,3,0
"11129",421000,1246000,5,0,21,0,0,6,0,58,0,0,28,3
"11130",421000,1254000,3,0,28,0,0,13,0,60,1,0,38,3
"11131",421000,1262000,0,0,22,0,0,2,0,64,1,1,30,6
"11132",421000,1270000,2,0,38,0,0,1,0,38,2,3,31,3
"11133",421000,1278000,0,0,26,0,0,0,0,21,25,23,16,16
"11134",421000,1286000,0,0,25,0,0,0,0,0,50,12,13,10
"11135",421000,1294000,0,0,9,0,0,0,0,0,45,16,5,3
"11136",421000,1302000,0,0,12,0,0,0,0,6,34,11,1,4
"11137",421000,1310000,0,0,21,0,0,2,0,12,18,25,11,10
"11138",421000,1318000,0,0,23,0,0,0,0,3,21,14,13,7
"11239",429000,686000,0,0,0,0,0,0,44,0,3,0,0,0
"11240",429000,694000,0,0,0,0,0,0,20,0,1,0,0,0
"11241",429000,702000,0,0,0,0,0,0,11,0,0,0,0,0
"11242",429000,710000,0,0,0,2,0,0,107,0,0,0,0,0
"11243",429000,718000,0,0,0,1,0,1,116,0,9,0,0,0
"11244",429000,726000,0,0,0,0,0,0,133,0,6,0,0,0
"11245",429000,734000,0,0,0,0,0,0,78,0,2,0,0,0
"11246",429000,742000,0,0,0,0,0,0,141,0,2,0,0,0
"11247",429000,750000,0,0,0,1,0,0,142,0,2,0,0,0
"11248",429000,758000,0,0,4,0,0,0,122,0,3,2,0,0
"11249",429000,766000,6,0,0,7,0,4,93,0,4,8,0,3
"11250",429000,774000,0,0,0,19,0,1,90,0,9,0,0,0
"11251",429000,782000,5,0,1,12,0,7,73,0,19,0,0,0
"11252",429000,790000,2,0,1,20,0,17,70,0,36,5,0,0
"11253",429000,798000,5,0,0,9,0,20,86,0,30,0,0,0
"11254",429000,806000,8,0,0,5,0,24,74,0,21,0,0,0
"11255",429000,814000,2,0,3,16,0,15,81,0,39,2,0,2
"11256",429000,822000,0,0,0,6,0,3,99,0,30,1,0,0
"11257",429000,830000,1,0,1,2,0,0,128,0,8,6,0,0
"11258",429000,838000,0,0,0,0,0,0,143,0,1,0,0,0
"11259",429000,846000,7,0,2,3,0,11,64,0,8,21,1,24
"11260",429000,854000,0,0,10,5,0,6,33,0,22,40,0,23
"11261",429000,862000,0,0,4,0,0,5,10,0,10,68,1,40
"11262",429000,870000,0,0,4,0,0,1,5,0,2,45,16,62
"11263",429000,878000,0,0,1,0,0,5,4,0,3,53,22,41
"11264",429000,886000,0,0,0,0,0,7,5,0,0,72,5,42
"11265",429000,894000,0,0,4,0,0,7,9,0,3,101,3,10
"11266",429000,902000,2,0,9,2,0,28,19,0,2,45,0,11
"11267",429000,910000,5,0,30,9,0,48,13,0,18,17,0,2
"11268",429000,918000,3,0,28,16,0,63,6,0,16,7,0,0
"11269",429000,926000,8,0,22,14,0,58,9,0,34,2,0,0
"11270",429000,934000,5,0,31,16,0,64,11,0,19,6,0,0
"11271",429000,942000,0,0,50,16,0,44,10,0,18,12,0,0
"11272",429000,950000,4,0,57,14,9,24,10,0,6,20,0,2
"11273",429000,958000,6,0,59,8,15,26,2,2,7,19,0,2
"11274",429000,966000,9,0,54,12,32,19,0,3,5,5,0,9
"11275",429000,974000,2,0,31,13,68,4,0,6,5,5,1,5
"11276",429000,982000,3,0,25,7,52,11,0,12,3,11,3,19
"11277",429000,990000,8,0,22,3,66,3,1,3,0,13,2,22
"11278",429000,998000,3,0,27,1,54,10,0,4,3,14,3,15
"11279",429000,1006000,5,0,39,1,44,8,0,13,1,16,4,7
"11280",429000,1014000,1,0,43,10,53,14,0,3,2,5,2,11
"11281",429000,1022000,4,0,53,6,11,34,1,16,15,0,2,0
"11282",429000,1030000,0,0,34,5,39,22,0,8,8,10,14,8
"11283",429000,1038000,1,0,39,4,25,6,0,11,3,11,6,38
"11284",429000,1046000,0,0,30,1,59,12,0,6,3,2,1,32
"11285",429000,1054000,3,0,22,1,54,3,0,18,5,4,0,40
"11286",429000,1062000,2,0,31,5,50,9,0,11,5,4,7,24
"11287",429000,1070000,1,0,22,4,33,26,0,20,4,1,15,26
"11288",429000,1078000,0,0,35,11,37,37,0,9,8,2,2,7
"11289",429000,1086000,0,0,23,4,20,26,0,27,7,7,20,11
"11290",429000,1094000,1,0,22,0,21,26,0,35,3,3,29,10
"11291",429000,1102000,3,0,39,0,31,13,1,42,1,1,8,8
"11292",429000,1110000,0,0,20,10,49,35,1,21,9,0,5,0
"11293",429000,1118000,0,0,19,2,40,34,0,16,22,10,1,4
"11294",429000,1126000,2,0,7,4,6,13,0,12,6,62,10,20
"11295",429000,1134000,0,0,26,5,1,10,1,15,11,39,20,22
"11296",429000,1142000,1,0,14,2,0,3,0,7,15,20,5,27
"11310",429000,1254000,0,0,28,0,0,14,0,66,1,0,24,1
"11311",429000,1262000,2,0,7,0,0,0,0,36,2,0,7,0
"11312",429000,1270000,0,0,23,0,0,2,0,25,7,17,60,6
"11313",429000,1278000,0,0,15,0,0,1,0,18,8,21,43,14
"11314",429000,1286000,0,0,27,0,0,0,0,7,15,34,20,6
"11315",429000,1294000,0,0,17,0,0,0,0,0,31,8,7,4
"11316",429000,1302000,0,0,13,0,0,0,0,4,23,29,7,5
"11317",429000,1310000,0,0,10,0,0,1,0,9,22,37,22,6
"11318",429000,1318000,1,0,20,0,0,0,0,1,9,22,37,10
"11419",437000,686000,1,0,0,0,0,0,42,0,1,0,0,0
"11420",437000,694000,0,0,0,0,0,0,48,0,2,0,0,0
"11421",437000,702000,0,0,0,0,0,0,90,0,1,0,0,0
"11422",437000,710000,0,0,0,1,0,0,111,0,3,0,0,0
"11423",437000,718000,1,0,0,2,0,0,94,0,5,0,0,0
"11424",437000,726000,0,0,0,2,0,0,109,0,4,0,0,0
"11425",437000,734000,0,0,0,0,0,0,87,0,3,0,0,0
"11426",437000,742000,0,0,0,0,0,0,150,0,4,0,0,0
"11427",437000,750000,0,0,0,0,0,0,157,0,3,0,0,0
"11428",437000,758000,5,0,2,7,0,1,60,0,2,4,0,0
"11429",437000,766000,0,0,0,2,0,0,104,0,4,0,0,0
"11430",437000,774000,0,0,0,6,0,0,96,0,6,0,0,0
"11431",437000,782000,2,0,1,13,0,9,74,0,19,0,0,0
"11432",437000,790000,2,0,0,15,0,14,83,0,26,1,0,0
"11433",437000,798000,0,0,0,14,0,11,65,0,51,0,0,1
"11434",437000,806000,8,0,0,9,0,10,84,0,29,2,0,0
"11435",437000,814000,1,0,0,11,0,10,80,0,40,8,0,0
"11436",437000,822000,0,0,0,0,0,1,106,0,27,4,0,0
"11437",437000,830000,0,0,0,0,0,0,135,0,2,5,0,0
"11438",437000,838000,0,0,0,0,0,0,125,0,2,14,0,9
"11439",437000,846000,1,0,7,1,0,7,34,0,22,28,1,41
"11440",437000,854000,1,0,3,0,0,3,30,0,35,51,0,18
"11441",437000,862000,0,0,2,0,0,5,4,0,9,86,0,42
"11442",437000,870000,0,0,2,0,0,0,1,0,10,76,3,49
"11443",437000,878000,0,0,2,0,0,7,4,0,11,30,2,43
"11444",437000,886000,0,0,2,0,0,10,1,0,0,47,4,48
"11445",437000,894000,0,0,5,0,0,14,7,0,1,90,0,30
"11446",437000,902000,0,0,21,2,0,30,35,0,9,41,0,16
"11447",437000,910000,11,0,38,2,0,30,19,0,9,30,0,9
"11448",437000,918000,9,0,15,18,0,63,12,0,19,6,0,2
"11449",437000,926000,12,0,43,10,1,47,7,0,13,13,0,2
"11450",437000,934000,4,0,29,9,12,36,5,0,35,4,0,12
"11451",437000,942000,6,0,46,14,14,33,1,1,21,5,0,7
"11452",437000,950000,4,0,54,11,18,32,3,1,24,1,0,2
"11453",437000,958000,14,0,57,12,37,26,1,2,6,3,0,0
"11454",437000,966000,6,0,34,12,56,12,0,3,11,7,1,2
"11455",437000,974000,0,0,35,5,69,7,0,2,2,7,3,8
"11456",437000,982000,3,0,12,2,60,4,0,9,2,3,2,16
"11457",437000,990000,1,0,27,0,54,1,0,9,1,12,4,13
"11458",437000,998000,6,0,24,5,56,7,0,5,1,13,2,5
"11459",437000,1006000,1,0,29,6,42,9,0,4,8,11,3,6
"11460",437000,1014000,2,0,52,7,24,13,0,10,6,7,5,16
"11461",437000,1022000,0,0,38,6,39,20,0,21,3,1,2,20
"11462",437000,1030000,3,0,30,3,39,11,1,18,1,4,4,36
"11463",437000,1038000,4,0,35,2,49,7,0,10,3,9,0,29
"11464",437000,1046000,1,0,30,1,44,13,0,17,2,13,1,28
"11465",437000,1054000,1,0,23,0,47,6,0,15,5,10,0,43
"11466",437000,1062000,2,0,29,5,44,19,0,15,5,12,5,16
"11467",437000,1070000,0,0,36,2,26,22,0,20,4,2,16,8
"11468",437000,1078000,0,0,20,5,33,29,0,21,13,0,13,10
"11469",437000,1086000,1,0,20,6,11,37,0,35,3,2,31,5
"11470",437000,1094000,0,0,23,4,19,15,0,29,3,4,25,26
"11471",437000,1102000,1,0,33,0,23,17,0,38,0,1,10,20
"11472",437000,1110000,4,0,31,0,30,40,0,24,7,1,2,4
"11473",437000,1118000,2,0,18,2,28,50,1,20,13,8,2,0
"11474",437000,1126000,3,0,12,0,33,8,0,10,9,57,14,2
"11475",437000,1134000,1,0,21,0,6,9,0,17,35,36,15,0
"11490",437000,1254000,0,0,11,0,0,0,0,35,3,1,12,0
"11491",437000,1262000,0,0,7,0,0,3,0,35,7,1,11,0
"11492",437000,1270000,0,0,26,0,0,0,0,37,14,22,28,5
"11493",437000,1278000,0,0,13,0,0,0,0,23,9,67,22,3
"11494",437000,1286000,0,0,26,0,0,0,0,5,36,33,26,2
"11495",437000,1294000,0,0,34,0,0,0,0,24,14,10,27,1
"11496",437000,1302000,0,0,27,0,0,0,0,17,23,15,35,11
"11497",437000,1310000,0,0,9,0,0,0,0,1,10,44,58,9
"11498",437000,1318000,0,0,10,0,0,0,0,2,1,11,28,8
"11599",445000,686000,0,0,0,0,0,0,39,0,1,0,0,0
"11600",445000,694000,0,0,0,2,0,0,114,0,3,0,0,0
"11601",445000,702000,0,0,0,1,0,1,108,0,4,0,0,0
"11602",445000,710000,0,0,0,0,0,0,88,0,1,0,0,0
"11603",445000,718000,0,0,0,1,0,0,55,0,4,0,0,0
"11604",445000,726000,0,0,0,0,0,0,100,0,2,0,0,0
"11605",445000,734000,0,0,0,0,0,0,108,0,4,0,0,0
"11606",445000,742000,0,0,0,0,0,0,155,0,4,0,0,0
"11607",445000,750000,0,0,1,0,0,0,137,0,4,0,0,0
"11608",445000,758000,2,0,1,1,0,3,63,0,1,0,0,0
"11609",445000,766000,0,0,0,3,0,0,126,0,0,0,0,0
"11610",445000,774000,2,0,0,4,0,4,96,0,12,0,0,0
"11611",445000,782000,0,0,1,11,0,3,85,0,24,0,0,0
"11612",445000,790000,1,0,0,2,0,4,118,0,25,0,0,0
"11613",445000,798000,2,0,1,8,0,3,106,0,29,0,0,0
"11614",445000,806000,2,0,2,13,0,20,83,0,15,6,0,0
"11615",445000,814000,3,0,1,9,0,25,80,0,29,2,0,1
"11616",445000,822000,0,0,0,0,0,0,139,0,5,0,0,0
"11617",445000,830000,0,0,0,0,0,0,130,0,9,2,0,3
"11618",445000,838000,0,0,1,0,0,0,98,0,12,27,0,4
"11619",445000,846000,0,0,3,0,0,1,34,0,16,82,0,6
"11620",445000,854000,0,0,0,0,0,0,4,0,7,91,0,25
"11621",445000,862000,0,0,1,0,0,0,3,0,7,113,0,18
"11622",445000,870000,0,0,1,0,0,0,2,0,6,112,0,21
"11623",445000,878000,0,0,5,0,0,4,1,0,7,74,0,27
"11624",445000,886000,0,0,1,0,0,10,3,0,0,43,2,47
"11625",445000,894000,0,0,10,3,0,42,14,0,5,44,0,27
"11626",445000,902000,7,0,25,1,0,49,16,0,7,26,0,15
"11627",445000,910000,9,0,31,4,0,41,16,0,12,19,0,10
"11628",445000,918000,9,0,33,24,0,46,9,0,25,0,0,0
"11629",445000,926000,5,0,41,15,3,50,10,0,18,9,0,1
"11630",445000,934000,3,0,71,10,15,22,2,0,7,9,1,8
"11631",445000,942000,9,0,56,7,25,29,0,3,18,6,0,1
"11632",445000,950000,5,0,41,11,50,33,3,0,11,2,0,0
"11633",445000,958000,9,0,30,11,39,37,1,2,17,3,0,0
"11634",445000,966000,5,0,53,10,58,14,0,1,3,2,1,5
"11635",445000,974000,1,0,45,4,63,21,0,3,6,5,3,1
"11636",445000,982000,5,0,37,1,77,2,0,9,7,5,1,4
"11637",445000,990000,4,0,27,0,87,7,0,9,0,3,6,7
"11638",445000,998000,0,0,32,2,82,10,0,6,4,4,0,4
"11639",445000,1006000,3,0,48,1,47,12,0,8,2,9,8,6
"11640",445000,1014000,2,0,37,3,27,5,0,31,3,6,11,7
"11641",445000,1022000,2,0,35,4,36,6,0,15,5,4,10,9
"11642",445000,1030000,4,0,20,4,24,8,0,4,10,1,11,32
"11643",445000,1038000,3,0,21,1,29,10,0,9,1,34,5,7
"11644",445000,1046000,1,0,16,2,12,9,0,13,6,17,7,39
"11645",445000,1054000,0,0,11,1,31,8,0,15,0,19,11,16
"11646",445000,1062000,1,0,37,2,31,15,0,17,2,2,3,16
"11647",445000,1070000,0,0,35,3,27,26,0,15,3,0,9,16
"11648",445000,1078000,1,0,27,8,32,23,0,28,5,0,11,15
"11649",445000,1086000,0,0,21,10,18,25,0,38,8,1,12,17
"11650",445000,1094000,0,0,26,0,25,35,0,33,4,1,14,12
"11651",445000,1102000,2,0,36,0,29,18,0,32,1,3,12,17
"11652",445000,1110000,1,0,27,1,27,40,0,32,5,2,5,4
"11653",445000,1118000,2,1,21,4,50,31,0,20,9,0,5,4
"11654",445000,1126000,1,0,26,3,44,48,0,16,10,0,4,2
"11655",445000,1134000,1,0,20,0,61,27,0,10,16,8,1,0
"11671",445000,1262000,0,0,43,0,0,5,0,54,6,1,29,0
"11672",445000,1270000,1,0,31,0,0,0,0,57,9,11,23,8
"11673",445000,1278000,0,0,42,0,0,0,0,27,12,10,36,9
"11674",445000,1286000,0,0,31,0,0,0,0,30,4,15,25,7
"11675",445000,1294000,0,0,29,0,0,0,0,25,3,13,41,7
"11676",445000,1302000,1,0,20,0,0,0,0,11,18,12,39,0
"11779",453000,686000,2,0,0,0,0,0,63,0,5,0,0,0
"11780",453000,694000,0,0,0,1,0,0,116,0,7,0,0,0
"11781",453000,702000,2,0,0,1,0,0,88,0,8,0,0,0
"11782",453000,710000,0,0,0,1,0,0,125,0,5,0,0,0
"11783",453000,718000,0,0,0,0,0,0,98,0,8,0,0,0
"11784",453000,726000,0,0,0,0,0,0,120,0,1,0,0,0
"11785",453000,734000,0,0,0,0,0,0,112,0,2,0,0,0
"11786",453000,742000,0,0,0,0,0,0,151,0,0,0,0,0
"11787",453000,750000,0,0,0,2,0,0,136,0,2,0,0,0
"11788",453000,758000,1,0,5,7,0,6,76,0,3,2,0,0
"11789",453000,766000,3,0,3,3,0,0,111,0,8,0,0,0
"11790",453000,774000,0,0,0,5,0,0,103,0,6,3,0,0
"11791",453000,782000,1,0,0,1,0,0,125,0,7,0,0,0
"11792",453000,790000,2,0,0,4,0,0,110,0,16,0,0,0
"11793",453000,798000,3,0,2,7,0,0,90,0,20,0,0,3
"11794",453000,806000,4,0,0,5,0,14,93,0,24,2,0,0
"11795",453000,814000,1,0,1,4,0,7,121,0,14,0,0,0
"11796",453000,822000,0,0,1,0,0,2,136,0,3,2,0,0
"11797",453000,830000,0,0,1,0,0,0,93,0,9,30,0,15
"11798",453000,838000,0,0,1,0,0,0,27,0,4,118,0,0
"11799",453000,846000,0,0,0,2,0,0,45,0,4,83,0,0
"11800",453000,854000,0,0,0,0,0,0,49,0,0,82,0,3
"11801",453000,862000,0,0,0,1,0,0,25,0,10,109,0,4
"11802",453000,870000,0,0,1,0,0,0,5,0,27,99,0,9
"11803",453000,878000,0,0,7,0,0,6,16,0,7,79,0,16
"11804",453000,886000,2,0,8,1,0,12,17,0,10,60,0,27
"11805",453000,894000,1,0,23,2,0,26,15,0,4,32,0,36
"11806",453000,902000,5,0,35,7,0,35,12,0,12,23,0,9
"11807",453000,910000,5,0,33,4,0,41,14,0,13,28,0,4
"11808",453000,918000,7,0,51,17,0,47,11,0,13,6,0,0
"11809",453000,926000,15,0,37,11,7,49,7,0,13,6,0,7
"11810",453000,934000,7,1,72,4,24,23,2,1,7,2,0,1
"11811",453000,942000,7,0,51,9,31,28,0,1,17,3,0,1
"11812",453000,950000,4,0,50,17,37,33,2,2,4,1,0,0
"11813",453000,958000,9,0,49,7,47,31,0,2,6,4,1,0
"11814",453000,966000,2,0,62,2,49,18,0,0,4,5,0,5
"11815",453000,974000,1,0,54,4,58,17,1,1,8,3,3,0
"11816",453000,982000,5,0,44,3,59,5,0,8,5,3,4,13
"11817",453000,990000,0,0,23,0,66,7,0,21,3,2,5,15
"11818",453000,998000,4,0,21,4,85,6,0,2,3,9,4,8
"11819",453000,1006000,2,0,23,0,85,5,0,12,1,8,7,3
"11820",453000,1014000,1,0,28,1,64,9,0,19,4,1,9,12
"11821",453000,1022000,1,0,42,2,19,17,0,23,5,5,16,20
"11822",453000,1030000,3,0,24,3,34,25,0,17,8,9,13,10
"11823",453000,1038000,0,0,18,3,33,9,0,22,2,22,16,26
"11824",453000,1046000,0,0,21,3,22,6,0,23,3,21,7,40
"11825",453000,1054000,2,0,24,0,60,8,0,15,0,12,10,15
"11826",453000,1062000,1,0,22,0,55,4,0,27,5,9,9,22
"11827",453000,1070000,1,0,29,0,50,7,0,32,6,2,12,15
"11828",453000,1078000,0,0,27,1,29,26,0,29,7,2,7,15
"11829",453000,1086000,2,0,20,0,24,25,0,30,8,0,8,22
"11830",453000,1094000,1,0,17,1,15,28,1,38,9,2,12,24
"11831",453000,1102000,1,0,21,0,47,17,0,43,2,0,6,11
"11832",453000,1110000,4,0,42,1,14,34,0,35,2,1,10,5
"11833",453000,1118000,1,0,34,0,34,55,2,13,2,2,3,2
"11834",453000,1126000,1,0,11,2,34,41,0,19,21,4,6,7
"11835",453000,1134000,3,0,20,2,27,20,0,13,14,5,4,2
"11851",453000,1262000,2,0,44,0,0,0,0,39,3,0,18,0
"11852",453000,1270000,0,0,20,0,0,2,0,80,1,0,37,2
"11853",453000,1278000,0,0,32,0,0,0,0,49,0,10,54,1
"11854",453000,1286000,0,0,44,0,0,0,0,35,6,26,26,5
"11855",453000,1294000,1,0,45,0,0,0,0,31,3,7,17,4
"11856",453000,1302000,0,0,34,0,0,0,0,13,25,3,17,2
"11959",461000,686000,0,0,0,7,0,0,78,0,12,0,0,0
"11960",461000,694000,0,0,0,0,0,0,135,0,1,0,0,0
"11961",461000,702000,0,0,0,0,0,0,146,0,3,0,0,0
"11962",461000,710000,0,0,0,0,0,0,128,0,1,0,0,0
"11963",461000,718000,0,0,0,0,0,0,123,0,1,0,0,0
"11964",461000,726000,0,0,0,0,0,0,134,0,0,1,0,0
"11965",461000,734000,0,0,0,0,0,0,83,0,2,0,0,0
"11966",461000,742000,0,0,0,0,0,0,152,0,1,0,0,0
"11967",461000,750000,0,0,0,0,0,0,140,0,4,0,0,0
"11968",461000,758000,5,0,1,1,0,2,100,0,7,3,0,0
"11969",461000,766000,4,0,0,5,0,2,120,0,7,0,0,9
"11970",461000,774000,2,0,0,6,0,1,110,0,13,0,0,3
"11971",461000,782000,11,0,0,17,0,19,76,0,20,0,0,3
"11972",461000,790000,6,0,0,10,0,9,77,0,29,8,0,2
"11973",461000,798000,0,0,0,0,0,0,131,0,3,0,0,1
"11974",461000,806000,0,0,0,0,0,0,130,0,3,0,0,5
"11975",461000,814000,2,0,0,0,0,0,133,0,7,0,0,0
"11976",461000,822000,0,0,2,0,0,1,127,0,4,12,0,0
"11977",461000,830000,0,0,2,0,0,2,86,0,7,40,0,9
"11978",461000,838000,1,0,3,1,0,1,74,0,3,63,0,2
"11979",461000,846000,1,0,0,2,0,1,60,0,6,70,0,0
"11980",461000,854000,1,0,0,1,0,0,72,0,3,53,0,0
"11981",461000,862000,3,0,1,2,0,1,57,0,4,73,0,0
"11982",461000,870000,0,0,0,0,0,0,18,0,1,123,0,0
"11983",461000,878000,0,0,1,0,0,0,12,0,3,87,0,1
"11984",461000,886000,0,0,1,0,0,6,9,0,6,57,2,23
"11985",461000,894000,1,0,29,3,0,25,14,0,4,26,5,26
"11986",461000,902000,11,0,44,7,0,36,20,0,20,11,0,1
"11987",461000,910000,13,0,25,8,0,52,24,0,19,19,0,0
"11988",461000,918000,14,0,34,15,9,34,6,3,20,25,0,0
"11989",461000,926000,6,0,50,8,22,48,2,4,9,1,0,0
"11990",461000,934000,3,0,48,14,22,48,2,6,14,1,0,0
"11991",461000,942000,4,0,52,15,30,39,4,4,6,0,0,0
"11992",461000,950000,2,0,56,11,21,51,2,4,11,2,0,0
"11993",461000,958000,10,0,54,7,53,24,0,3,3,1,0,3
"11994",461000,966000,7,0,46,5,48,43,1,1,7,1,3,0
"11995",461000,974000,1,0,74,5,35,18,0,0,1,1,1,3
"11996",461000,982000,4,0,43,2,45,18,0,11,8,1,3,7
"11997",461000,990000,2,0,49,5,44,12,0,11,2,6,12,5
"11998",461000,998000,0,0,51,0,68,5,1,6,2,3,1,7
"11999",461000,1006000,5,0,24,2,63,12,0,14,1,7,3,11
